name,cgpa
bze,9.480000
bae,9.100000
atx,9.100000
bls,9.110000
awa,9.110000
bki,9.120000
brv,9.170000
bur,9.240000
buo,9.240000
bos,9.260000
bkx,9.270000
btv,9.280000
bsu,9.300000
bjr,9.300000
bsn,9.330000
bqx,9.330000
bnp,9.340000
brd,9.350000
bsb,9.370000
bnd,9.370000
boe,9.380000
bop,9.390000
bub,9.410000
bji,9.420000
bly,9.430000
bsy,9.440000
bpf,9.450000
bol,9.450000
bkp,9.450000
bri,9.460000
blu,9.470000
blm,9.470000
bjc,9.480000
akn,9.110000
act,9.110000
avh,9.130000
apt,9.130000
abp,9.130000
asb,9.140000
akw,9.140000
aek,9.150000
awj,9.170000
ajr,9.170000
ahb,9.170000
aen,9.170000
ast,9.180000
agg,9.180000
bdi,9.220000
awg,9.230000
bfs,9.250000
bhu,9.260000
bfw,9.290000
bbi,9.290000
bfn,9.330000
baq,9.340000
awv,9.350000
ayt,9.360000
bgj,9.370000
aze,9.380000
bfo,9.400000
bjb,9.410000
bdn,9.430000
bia,9.450000
bgy,9.470000
beg,9.480000
aps,9.190000
ade,9.190000
aua,9.200000
aub,9.220000
atv,9.220000
ale,9.220000
aiy,9.240000
abj,9.250000
aat,9.250000
aut,9.260000
auy,9.270000
aup,9.270000
ari,9.280000
aaw,9.290000
anf,9.310000
aag,9.310000
abe,9.330000
aer,9.340000
afl,9.360000
anm,9.380000
ads,9.380000
alt,9.390000
arr,9.420000
aot,9.430000
aey,9.450000
acx,9.450000
acv,9.450000
aqt,9.460000
ary,9.470000
ard,9.500000
acf,9.500000
aad,9.500000
zzr,9.510000
ymx,9.510000
xbx,9.510000
vwf,9.510000
vki,9.510000
vdz,9.510000
uqb,9.510000
ump,9.510000
ufx,9.510000
typ,9.510000
trt,9.510000
ssv,9.510000
sdy,9.510000
qff,9.510000
pdt,9.510000
npk,9.510000
nol,9.510000
ndp,9.510000
myc,9.510000
kgp,9.510000
jcl,9.510000
iwq,9.510000
iik,9.510000
hvs,9.510000
grb,9.510000
fvw,9.510000
est,9.510000
eet,9.510000
eav,9.510000
clc,9.510000
cip,9.510000
chy,9.510000
bww,9.510000
ztd,9.600000
zus,9.620000
ztm,9.670000
zwc,9.710000
zzz,9.720000
zzm,9.730000
yub,9.520000
zcq,9.530000
yxy,9.530000
zse,9.540000
zsw,9.550000
znr,9.550000
zeb,9.550000
zba,9.550000
zqm,9.560000
zcs,9.580000
yru,9.580000
zhv,9.590000
yzn,9.590000
yrq,9.610000
zet,9.620000
zgg,9.640000
zcx,9.640000
zmj,9.650000
yzz,9.660000
zkg,9.670000
zgk,9.670000
zde,9.670000
zca,9.680000
yza,9.680000
ytq,9.680000
zfi,9.690000
yrv,9.690000
zaz,9.700000
zrs,9.710000
zpo,9.720000
ywf,9.720000
yrm,9.720000
bmv,9.510000
ymq,9.520000
ypw,9.530000
xtl,9.530000
ynp,9.540000
xvb,9.540000
ykn,9.550000
xyc,9.570000
yom,9.580000
ydo,9.590000
xnd,9.590000
xzb,9.600000
xuh,9.600000
xnc,9.610000
xlo,9.620000
yao,9.640000
xyd,9.640000
xpv,9.640000
yoe,9.660000
ylb,9.660000
yfu,9.660000
xuc,9.660000
xoh,9.660000
ypk,9.680000
yhx,9.690000
xxy,9.700000
xxw,9.700000
xxg,9.700000
xtf,9.710000
xqj,9.720000
xth,9.730000
xlp,9.730000
bff,9.510000
wxg,9.530000
wxl,9.540000
wsa,9.540000
xdr,9.550000
wkp,9.550000
www,9.570000
wzm,9.590000
wuk,9.590000
xex,9.600000
wre,9.600000
xhw,9.610000
wql,9.610000
wpp,9.610000
xgk,9.620000
wyn,9.630000
wti,9.630000
xcs,9.650000
wop,9.660000
wlj,9.660000
wnl,9.670000
xjc,9.680000
wua,9.680000
wrn,9.680000
wlr,9.680000
xbr,9.690000
wsm,9.700000
wow,9.700000
xkq,9.720000
xbu,9.730000
xaq,9.730000
wnx,9.730000
bdc,9.510000
wiw,9.520000
vyr,9.520000
vpl,9.530000
vyp,9.540000
vrv,9.540000
wdi,9.550000
vvt,9.550000
wgr,9.560000
vow,9.570000
wdn,9.580000
vsc,9.580000
wik,9.600000
vqn,9.600000
wbq,9.610000
vzj,9.620000
vrr,9.620000
vxy,9.630000
wkm,9.640000
wib,9.640000
vry,9.640000
wap,9.650000
wjc,9.660000
vwc,9.660000
vzb,9.670000
wex,9.680000
vvd,9.680000
vsl,9.680000
wir,9.690000
wdb,9.690000
was,9.690000
vzr,9.730000
abc,9.510000
umq,9.520000
vkw,9.530000
vlq,9.540000
vba,9.540000
vii,9.560000
urf,9.580000
vfi,9.590000
vdd,9.590000
vas,9.590000
vnh,9.610000
vkq,9.610000
vjw,9.610000
uxd,9.610000
vcs,9.620000
uyy,9.620000
vnp,9.630000
uta,9.640000
vof,9.650000
vit,9.660000
ure,9.660000
vak,9.670000
uqz,9.670000
uqm,9.670000
uqu,9.680000
vjb,9.690000
vmd,9.710000
vlr,9.710000
viq,9.710000
utg,9.710000
uzs,9.720000
uzp,9.720000
uge,9.520000
udi,9.520000
tni,9.520000
tmf,9.520000
spa,9.520000
rty,9.520000
rlt,9.520000
tzi,9.530000
unw,9.540000
uke,9.550000
tyn,9.550000
twp,9.550000
tvf,9.550000
txl,9.560000
ule,9.580000
ugo,9.590000
unv,9.600000
uoi,9.610000
udg,9.610000
ucc,9.620000
ung,9.630000
ult,9.630000
uac,9.640000
unj,9.650000
ujz,9.650000
ujm,9.680000
ucd,9.680000
uov,9.690000
tzf,9.690000
txi,9.690000
ufi,9.700000
uml,9.710000
qqy,9.520000
qdt,9.520000
qab,9.520000
pmt,9.520000
oik,9.520000
ttc,9.530000
tql,9.550000
tph,9.560000
tks,9.560000
svi,9.560000
tfa,9.570000
tac,9.600000
tpy,9.620000
spz,9.620000
tja,9.630000
svb,9.630000
toe,9.640000
sqc,9.640000
sob,9.640000
tqt,9.650000
sur,9.650000
tut,9.660000
tpg,9.680000
tmn,9.680000
tqe,9.690000
tlf,9.690000
tcc,9.690000
tpz,9.700000
thk,9.700000
suz,9.710000
thu,9.730000
tdd,9.730000
mmo,9.520000
kli,9.520000
rym,9.530000
rul,9.530000
rxu,9.550000
rww,9.560000
rud,9.560000
sgg,9.570000
rws,9.570000
rup,9.570000
sfy,9.580000
sab,9.580000
smf,9.590000
rse,9.590000
sni,9.620000
sls,9.640000
sfl,9.640000
ryo,9.650000
ruc,9.660000
sis,9.670000
scq,9.670000
rvx,9.670000
seq,9.680000
rtr,9.680000
rsv,9.680000
rug,9.690000
slh,9.700000
sbf,9.700000
rzz,9.700000
rro,9.700000
ses,9.710000
sam,9.710000
kkb,9.520000
kjr,9.520000
rlf,9.530000
rlr,9.550000
rfq,9.550000
rbo,9.560000
qpf,9.560000
qmo,9.560000
qwt,9.570000
qsu,9.570000
qtf,9.590000
qpr,9.590000
rdf,9.610000
qvh,9.610000
rra,9.630000
rkt,9.640000
rdw,9.640000
qrd,9.640000
rrk,9.650000
rni,9.650000
rbv,9.650000
rds,9.660000
qru,9.660000
qmu,9.660000
rnk,9.680000
qvs,9.680000
quh,9.680000
rpy,9.690000
rlh,9.700000
rmf,9.710000
qqz,9.710000
qpn,9.710000
jxn,9.520000
imv,9.520000
hor,9.520000
ppm,9.530000
pzd,9.540000
qmc,9.550000
pvf,9.550000
qja,9.560000
qfx,9.580000
qds,9.590000
qev,9.600000
qlb,9.610000
qbh,9.610000
qbc,9.610000
pyx,9.610000
puu,9.610000
qjc,9.620000
qep,9.630000
qaw,9.630000
pwk,9.630000
qdj,9.640000
qjs,9.660000
qju,9.670000
qke,9.680000
pxt,9.690000
pqb,9.690000
qlk,9.700000
qga,9.700000
qah,9.700000
pvw,9.710000
qlz,9.720000
qkp,9.730000
hil,9.520000
hft,9.520000
pfg,9.540000
ozw,9.540000
plc,9.560000
peg,9.560000
ovy,9.560000
pag,9.590000
ouo,9.590000
pjr,9.600000
pef,9.600000
pez,9.610000
ozl,9.610000
ory,9.610000
pau,9.620000
osf,9.620000
pah,9.640000
pgy,9.650000
ouh,9.650000
onl,9.650000
ppg,9.660000
pcf,9.670000
oxv,9.670000
owq,9.670000
pgh,9.680000
pkt,9.690000
pdb,9.690000
omt,9.690000
pji,9.700000
pms,9.720000
ovi,9.720000
ose,9.730000
ghk,9.520000
eun,9.520000
eqj,9.520000
nna,9.530000
nnh,9.540000
nma,9.540000
oky,9.550000
nmz,9.550000
nrg,9.560000
olx,9.570000
nus,9.570000
npo,9.570000
oke,9.580000
oeh,9.580000
oeu,9.590000
nvp,9.610000
npi,9.610000
nsv,9.630000
odg,9.640000
nrq,9.640000
nrs,9.660000
ola,9.670000
nyk,9.670000
nvq,9.670000
nur,9.680000
ntr,9.680000
nsr,9.680000
nth,9.690000
nrm,9.690000
nuv,9.720000
ohc,9.730000
nom,9.730000
dxr,9.520000
dlo,9.520000
nku,9.530000
mrh,9.530000
nhy,9.540000
nft,9.540000
mtg,9.540000
njw,9.550000
nia,9.550000
mvy,9.550000
nge,9.560000
nfj,9.580000
mvh,9.590000
moz,9.590000
mtp,9.600000
mrk,9.600000
njy,9.610000
moy,9.620000
mue,9.630000
mxi,9.640000
njf,9.650000
mwg,9.650000
msy,9.650000
nlj,9.660000
mym,9.660000
nki,9.670000
nhg,9.670000
nes,9.680000
mvf,9.690000
muj,9.690000
nha,9.700000
mve,9.730000
cyh,9.520000
mcm,9.530000
mns,9.540000
lwl,9.540000
lic,9.540000
lrv,9.550000
mok,9.560000
mlk,9.570000
mjx,9.580000
mcu,9.580000
lyo,9.580000
mem,9.590000
lsw,9.610000
lkz,9.620000
mhl,9.630000
lqj,9.630000
lyy,9.640000
mav,9.660000
mdy,9.670000
lgx,9.670000
lwd,9.690000
lob,9.690000
mdv,9.700000
lzc,9.700000
mhq,9.710000
llh,9.710000
mkm,9.720000
mjy,9.730000
mhz,9.730000
lze,9.730000
lrb,9.730000
lky,9.730000
cwj,9.520000
aqo,9.520000
ldd,9.530000
lax,9.530000
krw,9.530000
khj,9.530000
kwe,9.550000
koy,9.550000
kwq,9.560000
kxa,9.570000
lda,9.580000
kqz,9.580000
led,9.590000
lef,9.600000
kxp,9.600000
kpd,9.620000
kia,9.620000
kpb,9.630000
les,9.660000
leb,9.680000
koi,9.690000
lgu,9.700000
kpy,9.700000
lgl,9.710000
kuj,9.710000
laz,9.720000
kzb,9.720000
kym,9.720000
kwa,9.730000
kvk,9.730000
kty,9.730000
kls,9.730000
hsw,9.530000
hiw,9.530000
gpk,9.530000
ftu,9.530000
jnc,9.550000
jav,9.550000
kbr,9.560000
jbb,9.560000
jrz,9.570000
jnn,9.570000
kea,9.580000
kgi,9.590000
jvn,9.590000
khz,9.610000
jmq,9.610000
jbx,9.620000
jwx,9.630000
khp,9.640000
jsc,9.640000
jzx,9.650000
jru,9.670000
jrm,9.670000
khv,9.680000
jyc,9.680000
jwb,9.680000
kgf,9.690000
jsi,9.690000
jbe,9.690000
kcf,9.720000
jmo,9.720000
jbj,9.720000
jwd,9.730000
div,9.530000
czo,9.530000
clu,9.530000
ieg,9.540000
iaq,9.540000
iyg,9.560000
iuw,9.570000
icz,9.570000
iai,9.570000
ixj,9.580000
ixg,9.580000
isf,9.600000
iwj,9.620000
ioj,9.620000
icp,9.620000
izy,9.630000
iej,9.630000
iok,9.650000
imk,9.650000
iuo,9.670000
iqt,9.670000
ikr,9.670000
izl,9.680000
iqr,9.680000
iyk,9.690000
ihk,9.690000
ivm,9.710000
iyh,9.720000
ips,9.720000
hxn,9.720000
hxi,9.720000
hxw,9.730000
caq,9.530000
bey,9.530000
bat,9.530000
alz,9.530000
abl,9.530000
hli,9.540000
gsb,9.540000
huj,9.550000
hlk,9.550000
hdl,9.550000
hbl,9.550000
heu,9.560000
hcz,9.560000
hsu,9.580000
hmg,9.580000
gyn,9.580000
hlz,9.590000
hks,9.590000
hkp,9.600000
gyb,9.600000
hmw,9.610000
hlb,9.610000
hia,9.640000
hkq,9.650000
hjk,9.650000
hge,9.650000
hsa,9.670000
hts,9.700000
hsz,9.710000
hla,9.710000
hem,9.730000
gud,9.730000
flp,9.540000
epa,9.540000
ecn,9.540000
dxe,9.540000
drs,9.540000
dmr,9.540000
glz,9.550000
gbn,9.550000
fve,9.550000
gro,9.560000
ghg,9.560000
gji,9.570000
fsn,9.570000
fvs,9.580000
fvp,9.580000
gbp,9.590000
fua,9.600000
frz,9.600000
gqj,9.610000
gcm,9.610000
gaa,9.610000
gra,9.650000
gjo,9.650000
gdb,9.650000
gne,9.670000
gch,9.680000
gby,9.680000
gho,9.690000
gkb,9.710000
ghf,9.720000
gea,9.720000
fsl,9.730000
djc,9.540000
crn,9.540000
cnh,9.540000
cbv,9.540000
bei,9.540000
fhf,9.550000
exl,9.550000
ewr,9.550000
feo,9.560000
eqd,9.560000
fei,9.570000
fld,9.590000
fhp,9.600000
fii,9.610000
ffi,9.610000
ewx,9.610000
eut,9.610000
etu,9.610000
ere,9.610000
fni,9.650000
eqt,9.650000
epm,9.650000
fcq,9.660000
eta,9.670000
eql,9.680000
eox,9.680000
fqt,9.690000
eyz,9.700000
ezq,9.710000
etz,9.710000
epw,9.710000
ept,9.710000
bao,9.540000
avo,9.540000
ehs,9.550000
ehk,9.550000
dwo,9.550000
cvg,9.550000
cbe,9.550000
bwj,9.550000
ehm,9.560000
elh,9.570000
efv,9.570000
eoi,9.590000
ejr,9.590000
dxu,9.590000
eov,9.600000
efd,9.600000
eni,9.630000
els,9.630000
ebs,9.640000
ehv,9.650000
dwl,9.660000
emc,9.680000
ecj,9.680000
ecd,9.680000
eau,9.680000
eim,9.700000
dwc,9.710000
dwk,9.720000
dvr,9.720000
dza,9.730000
dyi,9.730000
dwm,9.730000
bvx,9.550000
bvv,9.550000
bpg,9.550000
beb,9.550000
axc,9.550000
asg,9.550000
alv,9.550000
dtl,9.560000
ddx,9.570000
ded,9.580000
dat,9.610000
drg,9.620000
djd,9.620000
dej,9.620000
dro,9.650000
doe,9.650000
duf,9.660000
dsa,9.660000
dib,9.660000
deq,9.660000
dbk,9.660000
cxm,9.660000
dio,9.670000
dfh,9.670000
cyp,9.670000
dmp,9.690000
djz,9.690000
dpn,9.700000
dkd,9.700000
dtp,9.710000
dqv,9.710000
dvf,9.730000
ctu,9.560000
csl,9.560000
apq,9.560000
afs,9.560000
bzp,9.570000
ays,9.570000
amf,9.570000
akq,9.570000
abb,9.570000
cpk,9.580000
ceq,9.580000
ant,9.580000
avs,9.590000
avr,9.590000
atf,9.590000
ans,9.590000
cig,9.610000
bzf,9.610000
cxb,9.620000
cjg,9.620000
bzs,9.650000
bxy,9.650000
cjq,9.660000
cny,9.670000
cmm,9.670000
cfl,9.680000
cjn,9.700000
bxo,9.700000
cuf,9.710000
cbb,9.710000
cvx,9.720000
cqx,9.730000
acj,9.590000
bdf,9.600000
aog,9.610000
ajy,9.610000
arq,9.620000
apk,9.620000
aga,9.620000
auk,9.630000
ang,9.640000
bsh,9.650000
buj,9.660000
bcp,9.660000
ahx,9.660000
bpz,9.680000
aij,9.680000
bmq,9.690000
atp,9.690000
aph,9.700000
akd,9.700000
bge,9.710000
avu,9.710000
arx,9.710000
bnv,9.720000
bjt,9.720000
axq,9.720000
aro,9.720000
aji,9.720000
adq,9.720000
bpk,9.730000
bhj,9.730000
apr,9.730000
aap,9.730000
aac,9.730000
yuj,9.740000
ygy,9.740000
ybv,9.740000
xle,9.740000
vwm,9.740000
uku,9.740000
trf,9.740000
tbv,9.740000
svy,9.740000
sqp,9.740000
sno,9.740000
sfc,9.740000
pkc,9.740000
oqo,9.740000
oes,9.740000
nmx,9.740000
jzf,9.740000
jrs,9.740000
jqb,9.740000
iih,9.740000
ids,9.740000
fpt,9.740000
fjs,9.740000
ein,9.740000
dyc,9.740000
dsq,9.740000
cjl,9.740000
cca,9.740000
can,9.740000
bzi,9.740000
bdt,9.740000
zwx,9.750000
zxt,9.790000
zub,9.790000
zyn,9.810000
zya,9.810000
zvs,9.840000
zsk,9.850000
zvu,9.860000
alo,9.740000
agn,9.740000
zmb,9.750000
yxi,9.750000
wje,9.750000
ysy,9.760000
ykh,9.760000
yck,9.760000
zpf,9.770000
ysi,9.770000
yja,9.770000
zbd,9.790000
yua,9.790000
xyn,9.790000
xsq,9.790000
zbg,9.800000
ysw,9.800000
xsu,9.800000
xsb,9.800000
ycv,9.810000
ybh,9.810000
yam,9.810000
ybx,9.820000
xtd,9.820000
ypa,9.830000
zrx,9.840000
xqq,9.840000
yqi,9.850000
yel,9.850000
zrq,9.860000
zko,9.860000
zhh,9.860000
wdy,9.750000
vyw,9.750000
vyj,9.750000
vvn,9.750000
vtp,9.750000
vrg,9.750000
uxj,9.750000
unl,9.750000
xoe,9.760000
wvx,9.760000
xjw,9.770000
wdk,9.770000
vux,9.780000
xhd,9.790000
wky,9.790000
wwe,9.800000
wef,9.800000
wfb,9.810000
xkw,9.820000
xia,9.820000
xam,9.820000
wyv,9.820000
xme,9.840000
xht,9.840000
wuh,9.840000
wnr,9.840000
wil,9.840000
wen,9.840000
xas,9.850000
wof,9.850000
vuh,9.850000
wyj,9.860000
ujv,9.750000
trk,9.750000
rhk,9.750000
rge,9.750000
quq,9.750000
txn,9.760000
vlp,9.770000
vbm,9.770000
uty,9.770000
usi,9.770000
vck,9.790000
vag,9.790000
uwh,9.790000
tyt,9.790000
vsz,9.800000
uct,9.800000
vql,9.810000
vkv,9.810000
vjc,9.810000
ulr,9.810000
ueb,9.810000
vps,9.820000
vpu,9.830000
ugf,9.830000
unb,9.840000
vdq,9.850000
vbv,9.850000
uxw,9.850000
uyf,9.860000
utx,9.860000
uig,9.860000
tzx,9.860000
pfn,9.750000
ojw,9.750000
ntj,9.750000
nje,9.750000
nfr,9.750000
msh,9.750000
twu,9.760000
tkz,9.760000
tmt,9.770000
spk,9.770000
sgr,9.770000
srh,9.780000
shx,9.780000
tqm,9.790000
sts,9.790000
sgw,9.790000
tqr,9.800000
sju,9.800000
tmm,9.810000
tcb,9.820000
stu,9.820000
sgx,9.820000
smv,9.830000
tuo,9.840000
tky,9.840000
tjx,9.840000
tbf,9.840000
svo,9.840000
ssb,9.840000
tjo,9.850000
srx,9.850000
shc,9.860000
mcx,9.750000
lpz,9.750000
kst,9.750000
kha,9.750000
sfs,9.760000
sen,9.760000
rbt,9.760000
qvm,9.760000
qao,9.760000
pyr,9.760000
pxm,9.760000
rbz,9.770000
rgr,9.790000
qyv,9.800000
rda,9.810000
qrx,9.810000
pyc,9.810000
rij,9.820000
qns,9.820000
qni,9.820000
sfp,9.830000
rwt,9.830000
qxk,9.830000
qre,9.830000
qmn,9.830000
qua,9.840000
sex,9.850000
seb,9.850000
rwr,9.850000
rhx,9.850000
rrn,9.860000
qcq,9.860000
kcd,9.750000
jhg,9.750000
itq,9.750000
ike,9.750000
gnb,9.750000
prq,9.760000
ocs,9.770000
psm,9.780000
pct,9.780000
ozg,9.780000
opt,9.780000
ogk,9.780000
pvn,9.790000
osm,9.790000
opk,9.790000
ohm,9.800000
oel,9.800000
pve,9.810000
ofy,9.810000
pmo,9.830000
pln,9.830000
oki,9.830000
pjx,9.840000
pjh,9.840000
pja,9.840000
ovo,9.840000
prz,9.850000
otj,9.850000
okh,9.850000
oka,9.850000
oyi,9.860000
owi,9.860000
gkl,9.750000
gii,9.750000
gbw,9.750000
fzq,9.750000
fri,9.750000
mvw,9.760000
oaj,9.770000
nyh,9.770000
mgl,9.770000
ncx,9.780000
mza,9.780000
njx,9.790000
nec,9.790000
nxa,9.800000
nwv,9.800000
mmm,9.800000
nxx,9.810000
nho,9.810000
mhn,9.810000
nwp,9.820000
nlg,9.820000
mlh,9.820000
npq,9.830000
nmk,9.830000
mmx,9.830000
mnv,9.840000
nqq,9.850000
mzd,9.850000
mlx,9.850000
mef,9.850000
nzi,9.860000
mne,9.860000
ecf,9.750000
dma,9.750000
ddt,9.750000
ctc,9.750000
lvm,9.760000
lrm,9.760000
knq,9.770000
lnu,9.780000
ldy,9.780000
kvr,9.780000
kmf,9.780000
law,9.790000
laa,9.790000
kxw,9.790000
kql,9.790000
klx,9.790000
kgw,9.800000
lwo,9.810000
lph,9.810000
krk,9.810000
mec,9.820000
lsl,9.820000
kxf,9.820000
lrx,9.830000
lpr,9.830000
kwm,9.830000
lvt,9.840000
lgm,9.850000
lxl,9.860000
lmf,9.860000
lfk,9.860000
kmo,9.860000
cdj,9.750000
bnn,9.750000
bab,9.750000
asn,9.750000
amj,9.750000
all,9.750000
jwh,9.760000
jkp,9.760000
ibu,9.760000
jfp,9.770000
jac,9.770000
iwu,9.770000
iom,9.770000
jqy,9.780000
jde,9.780000
iwh,9.780000
jon,9.790000
jkk,9.790000
jbp,9.790000
jae,9.790000
iya,9.790000
ijl,9.790000
jxc,9.800000
jdt,9.800000
imx,9.800000
iur,9.810000
jiq,9.820000
iki,9.820000
jbu,9.830000
iyp,9.830000
jnt,9.850000
iso,9.850000
hze,9.760000
hxz,9.760000
hno,9.760000
gnt,9.760000
dxm,9.760000
diy,9.760000
air,9.760000
hdp,9.770000
goj,9.770000
gcl,9.770000
evr,9.770000
gtg,9.780000
grx,9.780000
gqw,9.780000
hyu,9.790000
hmv,9.790000
hnw,9.800000
guu,9.800000
hbb,9.810000
gof,9.810000
hwe,9.820000
goi,9.820000
hex,9.830000
iey,9.840000
icv,9.840000
hug,9.840000
gpy,9.840000
iiq,9.860000
hui,9.860000
hhm,9.860000
gqo,9.860000
gkj,9.860000
evm,9.770000
eqk,9.770000
eea,9.770000
caz,9.770000
ayn,9.770000
anw,9.770000
amo,9.770000
gki,9.780000
gax,9.780000
erx,9.780000
emd,9.780000
gic,9.790000
fnx,9.790000
fen,9.790000
fjq,9.800000
gip,9.810000
gdl,9.810000
gcb,9.820000
fcn,9.820000
fnm,9.830000
exj,9.830000
fxa,9.840000
fvk,9.840000
frb,9.840000
fal,9.840000
exy,9.840000
evs,9.840000
fou,9.850000
fip,9.850000
gin,9.860000
gfr,9.860000
esp,9.860000
ekg,9.780000
edx,9.780000
eck,9.780000
dyk,9.780000
dvb,9.780000
dnx,9.780000
cqp,9.780000
brq,9.780000
beu,9.780000
aug,9.780000
atd,9.780000
aha,9.780000
ekh,9.790000
cxa,9.790000
bui,9.790000
bqt,9.790000
aiu,9.790000
eon,9.800000
dmg,9.800000
eel,9.810000
dwa,9.810000
dsx,9.810000
dmi,9.810000
dla,9.810000
dqp,9.820000
dpw,9.830000
epd,9.840000
elp,9.840000
dys,9.840000
ehi,9.850000
dpt,9.850000
emn,9.860000
dig,9.800000
daf,9.800000
cxz,9.800000
cur,9.800000
cfb,9.800000
dem,9.810000
buw,9.810000
avz,9.810000
aez,9.810000
cuo,9.820000
blr,9.820000
ahn,9.820000
aao,9.820000
dkn,9.830000
cag,9.830000
blq,9.830000
atz,9.830000
cqv,9.840000
cqs,9.840000
clm,9.840000
cgf,9.840000
bow,9.840000
bou,9.840000
bhm,9.840000
cni,9.850000
bpm,9.850000
aol,9.850000
bpw,9.860000
bmh,9.860000
ayd,9.860000
aru,9.860000
alg,9.860000
zun,9.870000
zlb,9.870000
zil,9.870000
zcj,9.870000
yrg,9.870000
ycg,9.870000
xpe,9.870000
xar,9.870000
wle,9.870000
ufb,9.870000
tfs,9.870000
sla,9.870000
sfz,9.870000
qfv,9.870000
pav,9.870000
obj,9.870000
nqr,9.870000
lbe,9.870000
jho,9.870000
jab,9.870000
ilg,9.870000
hdn,9.870000
ghn,9.870000
fyx,9.870000
fti,9.870000
fha,9.870000
evn,9.870000
eup,9.870000
epl,9.870000
dlt,9.870000
ctf,9.870000
coa,9.870000
chh,9.870000
bzy,9.870000
bnl,9.870000
blw,9.870000
zdo,9.880000
zak,9.890000
ztn,9.900000
zne,9.900000
zig,9.900000
ztv,9.910000
zof,9.910000
zsa,9.920000
bdr,9.870000
anv,9.870000
anq,9.870000
aci,9.870000
yoo,9.880000
ydn,9.880000
yci,9.880000
xtm,9.880000
vep,9.880000
yye,9.890000
yrs,9.890000
yjp,9.890000
yfq,9.890000
xzi,9.890000
xyk,9.890000
xbt,9.890000
yif,9.900000
wxd,9.900000
wii,9.900000
weh,9.900000
xzm,9.910000
xpz,9.910000
xjj,9.910000
yxj,9.920000
yll,9.920000
xki,9.920000
xjv,9.920000
whs,9.920000
yct,9.930000
xmk,9.930000
wmm,9.930000
wdw,9.930000
vds,9.880000
uxp,9.880000
uxm,9.880000
tiq,9.880000
smi,9.880000
rzq,9.880000
rto,9.880000
qzx,9.880000
uwi,9.890000
uvo,9.890000
uos,9.890000
uev,9.890000
tir,9.890000
sns,9.890000
vla,9.900000
vgy,9.900000
utm,9.900000
uob,9.900000
tri,9.900000
wbl,9.910000
vfu,9.910000
ums,9.910000
tti,9.910000
tfj,9.910000
smy,9.910000
vkp,9.920000
ubv,9.920000
tbp,9.920000
umh,9.930000
ukn,9.930000
tre,9.930000
snf,9.930000
qvt,9.880000
qbd,9.880000
pim,9.880000
nir,9.880000
mol,9.880000
mnm,9.880000
mhc,9.880000
scu,9.890000
rks,9.890000
rgn,9.890000
qxz,9.890000
qrk,9.890000
qgc,9.890000
qbw,9.890000
shl,9.900000
rzc,9.900000
qor,9.900000
qnc,9.900000
sln,9.910000
skl,9.910000
ryc,9.910000
rvd,9.910000
qwy,9.910000
qfw,9.910000
rpj,9.920000
rib,9.920000
qso,9.920000
qmv,9.920000
qdo,9.920000
rsr,9.930000
qkw,9.930000
qie,9.930000
lun,9.880000
kmj,9.880000
kem,9.880000
jmk,9.880000
jfb,9.880000
isp,9.880000
ipc,9.880000
iha,9.880000
hpq,9.880000
hpf,9.880000
pai,9.890000
mmj,9.890000
mli,9.890000
lzs,9.890000
pwq,9.900000
pux,9.900000
lsj,9.900000
pul,9.910000
oqu,9.910000
opc,9.910000
omf,9.910000
okd,9.910000
nmu,9.910000
mxr,9.910000
pon,9.920000
opi,9.920000
nux,9.920000
mwq,9.920000
psn,9.930000
oym,9.930000
nwf,9.930000
nut,9.930000
hlw,9.880000
gjc,9.880000
gcy,9.880000
esl,9.880000
bvs,9.880000
lrd,9.890000
lnr,9.890000
lkn,9.890000
kxm,9.890000
kvu,9.890000
ktd,9.890000
kpt,9.890000
kpr,9.890000
juq,9.890000
jnl,9.890000
kvq,9.900000
ksi,9.900000
lri,9.910000
llv,9.910000
lat,9.910000
kat,9.910000
jqe,9.910000
leu,9.920000
lbf,9.920000
lae,9.920000
jna,9.920000
lrc,9.930000
ljw,9.930000
lem,9.930000
ktt,9.930000
kjz,9.930000
jpp,9.930000
blj,9.880000
awk,9.880000
jhk,9.890000
ing,9.890000
iav,9.890000
gok,9.890000
gla,9.890000
ghx,9.890000
gay,9.890000
fxz,9.890000
fwt,9.890000
frq,9.890000
fmy,9.890000
ivu,9.900000
ild,9.900000
iig,9.900000
idf,9.900000
how,9.900000
hcu,9.900000
grj,9.900000
jcc,9.910000
ifv,9.910000
idi,9.910000
ibd,9.920000
hhr,9.920000
jeg,9.930000
jdg,9.930000
jcx,9.930000
jcv,9.930000
iqp,9.930000
ida,9.930000
hkx,9.930000
ext,9.890000
ejk,9.890000
aiv,9.890000
aeh,9.890000
abo,9.890000
bgv,9.900000
auh,9.900000
gia,9.910000
etk,9.910000
dzc,9.910000
dwb,9.910000
dbz,9.910000
cqn,9.910000
cey,9.910000
bsi,9.910000
bqr,9.910000
fyw,9.920000
dle,9.920000
djm,9.920000
dbh,9.920000
cph,9.920000
bwt,9.920000
buk,9.920000
bpj,9.920000
fzb,9.930000
fye,9.930000
frc,9.930000
ejl,9.930000
boz,9.930000
anb,9.930000
afv,9.930000
abh,9.930000
ziq,9.940000
yvr,9.940000
yqo,9.940000
ylm,9.940000
ygl,9.940000
xmv,9.940000
wqe,9.940000
vjr,9.940000
